Character,Relation,Attribute,Content
,,lost_in_time_banter,"You don't remember me, but I remember you."
,,lost_in_time_banter,I was here when all of this was new.
,,lost_in_time_and_space_banter,"The last time we were here, you all died."
,,lost_in_time_and_space_banter,"The coach rattles, yet we move not."
,,lost_in_time_and_space_banter,"Each of you are rotting before me, over and over and over..."
,,lost_in_time_and_space_banter,How many ends must we suffer?
,,lost_in_time_and_space_banter,This road always ends at the same place...
,,lost_in_time_and_space_banter,I've seen what awaits us at the summit...
,,lost_in_time_and_space_banter,"Tell me, are you really who you claim to be? Am I?"
,,lost_in_time_and_space_banter,All of this has happened before. You wouldn't like the ending.
,,lost_in_time_and_space_banter,The land itself slouches toward death.
,,oozes_banter,These damnable boils!
,,oozes_banter,My skin festers!
,,oozes_banter,My skin weeps...
,,oozes_banter,"For each boil I lance, two more appear..."
,,rabies_banter,<i>Aaaugh!</i>
,,rabies_banter,"The light, it sears my eyes!"
,,rabies_banter,That torch is dreadful bright...
,,rabies_banter,If you offer me water one more time...!
,,rummager_banter,Never hurts to put one's hand between the cushions!
,,rummager_banter,One finds such treasures by the roadside!
,,rummager_banter,"Look, one of the fiends was carrying this..."
,,rummager_banter,What's that beneath the pilot's bench...?
,,rummager_banter,Always something to be found at the bottom of a barrel!
,,rummager_banter,Look what I found in the waste bucket!
,,shroud_explorer_banter,"The Shroud has a certain rhythm, not unlike the cold waves that crash here."
,,shroud_explorer_banter,Steady! This driftwood is packed with sharp debris.
,,shroud_explorer_banter,The tides reveal all sorts of trails in the Shroud...
,,shroud_explorer_banter,Their numbers thin when the tide ebbs. Hurry!
,,shroud_scrounger_banter,The Shroud is a bountiful place if you know where to look.
,,shroud_scrounger_banter,"See here, this washed up on the shore..."
,,shroud_scrounger_banter,"When the tide recedes, it always leaves something behind."
,,shroud_scrounger_banter,"Waterlogged, yes, but this may still be useful."
,,shroud_tactician_banter,I've learned some things dealing with the Fisherfolk...
,,shroud_tactician_banter,Let us cross at low tide. Safer that way.
,,shroud_tactician_banter,This causeway will flood in a king tide. Be wary...
,,shroud_tactician_banter,We could use this fog to our advantage!
Leper,,shroud_tactician_banter,I commanded a fleet in ages past...
,,slayer_of_cadaver_banter,These walking corpses are no trouble at all if you do as I say.
,,slayer_of_cadaver_banter,"They're half-dead already, let me show you how it's done..."
,,slayer_of_cadaver_banter,Shambling about in a parody of life - they haven't a chance.
,,slayer_of_cadaver_banter,"They die quite easily a second time, those corpses."
Bounty Hunter,,slayer_of_cadaver_banter,The bloodless ones go down easy.
,,slayer_of_fanatics_banter,"They are horrible, yes, but they die like anything else."
,,slayer_of_fanatics_banter,They come at us in such frenzy that they leave themselves open.
,,slayer_of_fanatics_banter,Fear the cultists not - they are but flesh and blood.
,,slayer_of_fanatics_banter,Let us make these zealots bleed for their cause!
Bounty Hunter,,slayer_of_fanatics_banter,All those stupid ornaments slow 'em down.
,,slayer_of_fisherfolk_banter,Persist! Those scaled monstrosities die like the rest.
,,slayer_of_fisherfolk_banter,"Quick feet on dry land, that's how you best 'em."
,,slayer_of_fisherfolk_banter,"Here, let me show you how to fight shy of their claws."
,,slayer_of_fisherfolk_banter,Gutting a fish is an simple task. I'll show you...
Bounty Hunter,,slayer_of_fisherfolk_banter,Lemme show you how to debone a fish.
,,slayer_of_gentry_banter,Those bloated highbloods topple when pressed.
,,slayer_of_gentry_banter,The swells don't fight like us. We've an edge.
,,slayer_of_gentry_banter,Don't be afraid to fight dirty - they will.
,,slayer_of_gentry_banter,They are slow and slovenly. Keep light on your toes.
Bounty Hunter,,slayer_of_gentry_banter,A chance to hunt an old client? Hah.
,,slayer_of_swine_banter,Love the way they shriek when we put 'em down.
,,slayer_of_swine_banter,"Remember, the swine are animals - we'll outsmart them."
,,slayer_of_swine_banter,They fear the same things any other beast does.
,,slayer_of_swine_banter,Light the grill - we're having bacon tonight.
,,slayer_of_swine_banter,Hmph. Never did like pigs.
,,rest_item_hate_block,With you? Never.
,nihilistic,rest_item_hate_block,With you? Never.
Highwayman,nihilistic,rest_item_hate_block,With you? Never.
Man-at-arms,nihilistic,rest_item_hate_block,With you? Never.
Grave Robber,nihilistic,rest_item_hate_block,With you? Never.
Plague Doctor,nihilistic,rest_item_hate_block,With you? Never.
Occultist,nihilistic,rest_item_hate_block,With you? Never.
Jester,nihilistic,rest_item_hate_block,With you? Never.
Leper,nihilistic,rest_item_hate_block,With you? Never.
Hellion,nihilistic,rest_item_hate_block,With you? Never.
Runaway,nihilistic,rest_item_hate_block,With you? Never.
,suspicious,rest_item_hate_block,And why should I?
,suspicious,rest_item_hate_block,Leave me be.
Highwayman,suspicious,rest_item_hate_block,Not sure about that.
Highwayman,suspicious,rest_item_hate_block,Just what are you trying to pull? No.
Man-at-arms,suspicious,rest_item_hate_block,"What would you gain by that, eh?"
Man-at-arms,suspicious,rest_item_hate_block,Leave an old man to his rest.
Grave Robber,suspicious,rest_item_hate_block,"I decline. Hands to yourself, <i>friend.</i>"
Grave Robber,suspicious,rest_item_hate_block,I am skeptical of your noble intentions. Never.
Plague Doctor,suspicious,rest_item_hate_block,"You've designs against me, I'm certain."
Plague Doctor,suspicious,rest_item_hate_block,"You're trying to get at my notes, aren't you?"
Occultist,suspicious,rest_item_hate_block,"You seek some advantage, no doubt. Pass."
Occultist,suspicious,rest_item_hate_block,"We - ahem, I - have a bad feeling about you."
Jester,suspicious,rest_item_hate_block,And let you near my tender bits? Hmm. Nah.
Jester,suspicious,rest_item_hate_block,I know a scoundrel when I see one. No.
Leper,suspicious,rest_item_hate_block,Perhaps when you've proven trustworthy.
Leper,suspicious,rest_item_hate_block,Mountains are neither formed nor eroded in a day.
Hellion,suspicious,rest_item_hate_block,"You seek some edge over me, I'm sure."
Hellion,suspicious,rest_item_hate_block,Work your tricks on someone else.
Runaway,suspicious,rest_item_hate_block,Keep your distance.
Runaway,suspicious,rest_item_hate_block,You're overeager. Let me rest. Go.
Highwayman,envious,rest_item_hate_block,"You'd love that, I'm sure."
Highwayman,envious,rest_item_hate_block,Let me cut you off there - no.
Man-at-arms,envious,rest_item_hate_block,"Oh, to be so untroubled."
Man-at-arms,envious,rest_item_hate_block,What's that? <i>Now</i> you need me? Hmph.
Grave Robber,envious,rest_item_hate_block,"I'm to clamour for <i>your</i> favour, am I?"
Grave Robber,envious,rest_item_hate_block,Surely one so favoured doesn't need my help.
Plague Doctor,envious,rest_item_hate_block,You seem comfortable enough without me.
Plague Doctor,envious,rest_item_hate_block,"I'll only get in your way, I'm sure."
Occultist,envious,rest_item_hate_block,"I am content where I sit, thank you."
Occultist,envious,rest_item_hate_block,You disrupt the energy of this place. Leave me.
Jester,envious,rest_item_hate_block,And rain on your parade? Hardly.
Jester,envious,rest_item_hate_block,I'll let you play this one solo.
Leper,envious,rest_item_hate_block,You clearly do not require my assistance.
Leper,envious,rest_item_hate_block,You seek glory. I seek rest. Move on.
Hellion,envious,rest_item_hate_block,"You're faring fine without me, lickspit."
Hellion,envious,rest_item_hate_block,You lean on me enough. Handle this yourself.
Runaway,envious,rest_item_hate_block,"Must be swell, ordering us around."
Runaway,envious,rest_item_hate_block,Hmm... nah.
Highwayman,resentful,rest_item_hate_block,Who died and made you king?
Highwayman,resentful,rest_item_hate_block,My plans tonight do not involve you.
Man-at-arms,resentful,rest_item_hate_block,Respect the chain of command and shove off.
Man-at-arms,resentful,rest_item_hate_block,"That's a crack-up! No, no."
Grave Robber,resentful,rest_item_hate_block,You come crawling to me for company <i>now?</i>
Grave Robber,resentful,rest_item_hate_block,I'd sooner scrub plates.
Plague Doctor,resentful,rest_item_hate_block,Your presence is an insult.
Plague Doctor,resentful,rest_item_hate_block,Need I be more direct? Shoo!
Occultist,resentful,rest_item_hate_block,I've no patience for fair-weather allies.
Occultist,resentful,rest_item_hate_block,Your presence drains my psyche.
Jester,resentful,rest_item_hate_block,"Joyless pisspot, you are."
Jester,resentful,rest_item_hate_block,Aaahaha! Good one. No.
Leper,resentful,rest_item_hate_block,You rouse me from my meditations for this?
Leper,resentful,rest_item_hate_block,I can think of little that would please me less.
Hellion,resentful,rest_item_hate_block,I don't like that look in your eye.
Hellion,resentful,rest_item_hate_block,You reek of ill will.
Runaway,resentful,rest_item_hate_block,I don't need you. Back off.
Runaway,resentful,rest_item_hate_block,What did I do to deserve all this bother? Ugh.
Highwayman,hateful,rest_item_hate_block,I'd sooner tie my own noose.
Highwayman,hateful,rest_item_hate_block,Keep your distance if you know what's good for you.
Man-at-arms,hateful,rest_item_hate_block,You're a waste of good rations.
Man-at-arms,hateful,rest_item_hate_block,I'm tired. You exhaust me further. Git.
Grave Robber,hateful,rest_item_hate_block,"Hahah! ... Oh dear, you were serious?"
Grave Robber,hateful,rest_item_hate_block,I know a scoundrel when I see one. Take your leave.
Plague Doctor,hateful,rest_item_hate_block,Keep your distance!
Plague Doctor,hateful,rest_item_hate_block,Eugh. I hold you in the strongest of contempt.
Occultist,hateful,rest_item_hate_block,You were born under a bad moon. Begone.
Occultist,hateful,rest_item_hate_block,Your presence offends me.
Jester,hateful,rest_item_hate_block,I dreamt you kicked the bucket. Heheh.
Jester,hateful,rest_item_hate_block,"Regretfully, just recalled I have... a thing to go do."
Leper,hateful,rest_item_hate_block,You only draw breath as you are beneath my contempt.
Leper,hateful,rest_item_hate_block,"Press me not, lest you rouse my ire."
Hellion,hateful,rest_item_hate_block,"Or better yet, we pack up and leave you here."
Hellion,hateful,rest_item_hate_block,*snarl*
Runaway,hateful,rest_item_hate_block,Bother someone else. <i>Anyone</i> else.
Runaway,hateful,rest_item_hate_block,"Not anyone, but especially not you."
Highwayman,tumultuous,rest_item_hate_block,Do you even know how to hold that thing?
Highwayman,tumultuous,rest_item_hate_block,My patience for your games is waning.
Man-at-arms,tumultuous,rest_item_hate_block,Greenhorn.
Man-at-arms,tumultuous,rest_item_hate_block,We haven't the time for this malarkey.
Grave Robber,tumultuous,rest_item_hate_block,"You commit the worst sin of all, love - you bore me."
Grave Robber,tumultuous,rest_item_hate_block,"Go sulk at someone else, poppet."
Plague Doctor,tumultuous,rest_item_hate_block,"Oh, <i>now</i> you deign to speak to me..."
Plague Doctor,tumultuous,rest_item_hate_block,I prefer more intelligent company.
Occultist,tumultuous,rest_item_hate_block,Your very aura is a drain.
Occultist,tumultuous,rest_item_hate_block,I far prefer my own company to yours.
Jester,tumultuous,rest_item_hate_block,"Oh, that's a good one. Teehee! No."
Jester,tumultuous,rest_item_hate_block,Leave me to my scales.
Leper,tumultuous,rest_item_hate_block,"Incessant you are, like a buzzing insect."
Leper,tumultuous,rest_item_hate_block,A thorn in the paw of a lion...
Hellion,tumultuous,rest_item_hate_block,Always with your moaning!
Hellion,tumultuous,rest_item_hate_block,The fiends outside are better company.
Runaway,tumultuous,rest_item_hate_block,Mayhap someone else will take pity on you.
Runaway,tumultuous,rest_item_hate_block,I have nothing to say to you.
,,notice_book_stack_consumed,Don't let him destroy the stack!
,,notice_book_stack_consumed,All that knowledge...lost!
,,notice_book_stack_consumed,He consumes the foundations of civilized existence itself!
,,notice_book_stack_consumed,Survivors will need these volumes to rebuild!
,,notice_book_stack_consumed,"Wave that fire elsewhere, fiend!"
,,notice_book_stack_consumed,We have to distract him!
,,notice_book_stack_consumed,Draw him this way!
,,notice_book_stack_consumed,Tarry not! The flames are spreading!
,,notice_book_stack_consumed,"Years of work, all up in flames!"
,,notice_book_stack_consumed,There's knowledge in here that can't be replaced!
,,notice_book_stack_consumed,These works are invaluable!
,,notice_book_stack_consumed,This place is a tinderbox!
,,notice_book_stack_consumed,Gods no! Our knowledge of aqueduct engineering!
Highwayman,,notice_book_stack_consumed,"A century of knowledge annihilated, and for what?"
Man-at-arms,,notice_book_stack_consumed,He grows more powerful! We must stop him!
Grave Robber,,notice_book_stack_consumed,"Penned a thousand years ago, made ash in an instant!"
Occultist,,notice_book_stack_consumed,He would transmute knowledge into chaos!
Plague Doctor,,notice_book_stack_consumed,Gods no! Our knowledge of aqueduct engineering!
Leper,,notice_book_stack_consumed,All knowledge is ephemeral. All truths unknowable.
Jester,,notice_book_stack_consumed,"Songs, poems, and plays that will never delight another soul!"
Runaway,,notice_book_stack_consumed,Thrilling...
Runaway,,notice_book_stack_consumed,"Mm, felt the heat from that one."
Runaway,,notice_book_stack_consumed,What if we let it all burn...?
Bounty Hunter,,notice_book_stack_consumed,Get him!
Bounty Hunter,,notice_book_stack_consumed,Draw him away from the tinder!
,,notice_harvest_hunger_move,That smell is making me famished!
,,notice_harvest_hunger_move,What smells so delicious?!
,,notice_harvest_hunger_move,I must taste of it!
,,notice_harvest_hunger_move,"Out of the way, I am starving!"
,,notice_harvest_hunger_move,"Move, cretin! I must taste it!"
,,harvest_meat_consumed,DELECTABLE!
,,harvest_meat_consumed,A taste unmatched!
,,harvest_meat_consumed,Otherworldly delight...
,,harvest_meat_consumed,Mmmmmm....
,,harvest_meat_consumed,A bite never to be forgotten!
,,harvest_meat_consumed,Repast unequaled!
,,dreaming_general_hero_bad_dream,...impossible orders... have we been abandoned?
,,dreaming_general_hero_bad_dream,...death marching into the leering treeline...
,,dreaming_general_hero_bad_dream,...curses uttered from sylvan shadows...
,,dreaming_general_hero_bad_dream,...to sleep peacefully on pillows of moss and bone...
,,eyes_initial_seen,I-it鈥檚 looking right into me!
,,eyes_initial_seen,"N-no, not me!"
,,eyes_additional_seen,More eye... nnng... more... ideas
,,eyes_additional_seen,I cannot bear it!
,,eyes_seen_stress_proc,It shows me such terrible things!
,,eyes_seen_stress_proc,The horror... the horror!
,,eyes_initial_limerence,It destroys only what it can see!
,,eyes_limerence_seen,"No- no, not again!"
,,eyes_limerence_seen,Help! It has noticed me!
,,eyes_limerence_unseen,It does not see me!
,,eyes_limerence_unseen,I am spared its terrible gaze!
,,eyes_corpse_spawn,Will it choose a different target this time?
,,eyes_corpse_spawn,"It returns, but its gaze is reset!"
,,eyes_corpse_spawn,"Hold fast, and hope you aren't seen!"
,,eyes_stalk_s_killed,This isn't working!
,,eyes_stalk_s_killed,Killing them isn't doing anything!
,,eyes_stalk_s_killed,They won't stay dead...!
,,disease_syphilis_bark,Never seen a cow jump over anything!
,,disease_syphilis_bark,What are these spots before my eyes?!
,,disease_syphilis_bark,"Agh, my head throbs...!"
,,disease_syphilis_bark,"Fetch me a wet rag, mother...!"
,,disease_smallpox_itchy,This itching is going to drive me mad!
,,disease_smallpox_itchy,*furious scratching*
,,disease_smallpox_itchy,"My skin, it cracks and bleeds!"
,,disease_smallpox_itchy,Will this itching never cease?!
,,disease_coughing_fit,*desperate wheezing*
,,disease_coughing_fit,Khkk... let me catch my breath...
,,disease_coughing_fit,*cough cough cough*
,,disease_coughing_fit,"*dry, hacking cough*"
,,affinity_change_banter_positive,I like your style.
,,affinity_change_banter_positive,You carry yourself well.
,,affinity_change_banter_positive,"Sit next to me at the Inn, won't you?"
,,affinity_change_banter_positive,At least the company is good.
,,affinity_change_banter_positive,I am comforted you're near.
,,affinity_change_banter_positive,At least WE get along!
,,affinity_change_banter_positive,We're lucky to have you.
,,affinity_change_banter_positive,Looking good.
,,affinity_change_banter_positive,You're an important part of our little band.
,,affinity_change_banter_positive,Let's take the first watch together.
,,affinity_change_banter_positive,Tell me about yourself...
,,affinity_change_banter_positive,Perhaps later we can get a drink?
,,affinity_change_banter_positive,At least you don't snore.
,,affinity_change_banter_positive,I've had worse company.
,,affinity_change_banter_positive,I'm glad you chose to ride with us.
,,affinity_change_banter_positive,Things were so boring before you got here.
,,affinity_change_banter_positive,Hah! Tell us another!
,,affinity_change_banter_positive,You give us an edge out there.
,,affinity_change_banter_positive,Real glad we ran into you on the road.
,,affinity_change_banter_positive,Can't imagine this trip without you.
,,affinity_change_banter_positive,"Hmm, not bad. Not bad."
,,affinity_change_banter_positive,You can have the bunk next to mine.
,,affinity_change_banter_positive,Chin up.
,,affinity_change_banter_positive,We've survived worse...
,,affinity_change_banter_positive,Relax. You're among friends.
,,affinity_change_banter_positive,You improve our odds out there.
,,affinity_change_banter_positive,Perhaps the tide is turning.
,,affinity_change_banter_positive,I appreciate your candor.
,,affinity_change_banter_positive,You make this journey more bearable.
,,affinity_change_banter_positive,Pass that waterskin? Thank you...
,,affinity_change_banter_positive,I've got your back out there.
,,affinity_change_banter_positive,We'll get through this. Together.
,,affinity_change_banter_negative,Leave me be.
,,affinity_change_banter_negative,Let me alone!
,,affinity_change_banter_negative,I find you grating in the extreme.
,,affinity_change_banter_negative,Stop fidgeting!
,,affinity_change_banter_negative,Must you breathe through your mouth?
,,affinity_change_banter_negative,Stop picking at yourself!
,,affinity_change_banter_negative,"Just back off, will you?"
,,affinity_change_banter_negative,Grr.
,,affinity_change_banter_negative,You're a fool.
,,affinity_change_banter_negative,Are you mocking me?
,,affinity_change_banter_negative,Get out of my face.
,,affinity_change_banter_negative,Don't push your luck.
,,affinity_change_banter_negative,Get your finger out of your nose.
,,affinity_change_banter_negative,Ugh. Piss off already.
,,affinity_change_banter_negative,Stuck on watch with <i>you?</i> Great.
,,affinity_change_banter_negative,I'd rather sleep by the horses.
,,affinity_change_banter_negative,Go bother someone else.
,,affinity_change_banter_negative,Stop wasting my time.
,,affinity_change_banter_negative,I'm trying to sleep!
,,affinity_change_banter_negative,How about some peace and quiet?
,,affinity_change_banter_negative,This coach is too small and you're too loud.
,,affinity_change_banter_negative,Couldn't care less.
,,affinity_change_banter_negative,Wish we'd never picked you up.
,,affinity_change_banter_negative,Your very presence offends me.
,,affinity_change_banter_negative,Out of my way.
,,affinity_change_banter_negative,This journey is trying enough already.
,,affinity_change_banter_negative,Those rations were mine!
,,affinity_change_banter_negative,Hands to yourself.
,,affinity_change_banter_negative,Something in here reeks.
,,affinity_change_banter_negative,"Cease that humming, ye gods...!"
,,affinity_change_banter_negative,Can I rely on you out there? Not sure.
,,affinity_change_banter_negative,I doubt your mettle.
,,affinity_change_banter_negative,Imbecile!
Highwayman,,node_exit_gate,What fresh hell is this?
Highwayman,,node_exit_gate,Eyes peeled...
Grave Robber,,node_exit_gate,Let's hope we're not spotted.
Grave Robber,,node_exit_gate,Let's be off - quickly!
Occultist,,node_exit_gate,"Around each corner, a new vista of awfulness."
Occultist,,node_exit_gate,Oblivion everywhere!
Hellion,,node_exit_gate,Gods protect us.
Hellion,,node_exit_gate,I'm having a drink.
Jester,,node_exit_gate,The show must go on...
Jester,,node_exit_gate,Let's get this over with.
Plague Doctor,,node_exit_gate,I wonder what we shall find...
Plague Doctor,,node_exit_gate,"Well, we're bound to learn something, at least."
Runaway,,node_exit_gate,I've been in worse places...
Runaway,,node_exit_gate,Let's hope we're not spotted.
Leper,,node_exit_gate,...
Leper,,node_exit_gate,"There is beauty all around, even now."
Man-at-arms,,node_exit_gate,Chaaaarge!
Man-at-arms,,node_exit_gate,Forward - march!
Bounty Hunter,,node_exit_gate,A job is a job.
Bounty Hunter,,node_exit_gate,Keep. Moving.
Highwayman,,node_exit_heroselect,Let's move.
Highwayman,,node_exit_heroselect,The potholes are the least of our concerns.
Grave Robber,,node_exit_heroselect,Cramped quarters to say the least.
Grave Robber,,node_exit_heroselect,Hmph - I'm used to a smoother ride.
Occultist,,node_exit_heroselect,I have glimpsed the nightmares that await us...
Occultist,,node_exit_heroselect,"Onward into oblivion, then."
Hellion,,node_exit_heroselect,Hyaaaah! Let's go already!
Hellion,,node_exit_heroselect,"Let us all find noble deaths, then!"
Jester,,node_exit_heroselect,Let me tune this thing before we get going...
Jester,,node_exit_heroselect,I feel good about this... hehe.
Plague Doctor,,node_exit_heroselect,You will all come to rely on me. I'm sure of it.
Plague Doctor,,node_exit_heroselect,I wonder... which of you will be injured first?
Runaway,,node_exit_heroselect,Once more on the run.
Runaway,,node_exit_heroselect,Keep moving. Don't stop.
Leper,,node_exit_heroselect,"The wheels turn, the earth spins."
Leper,,node_exit_heroselect,I accept this new torment as I would a changing season.
Man-at-arms,,node_exit_heroselect,I've been in worse company.
Man-at-arms,,node_exit_heroselect,Hah! What a roughcut band we are!
Bounty Hunter,,node_exit_heroselect,Let me at 'em.
Bounty Hunter,,node_exit_heroselect,Onward! Light's fading.
Highwayman,,node_exit_storyassist,Cost us little. Might pay off later.
Highwayman,,node_exit_storyassist,Good luck to 'em.
Grave Robber,,node_exit_storyassist,I suppose it's nice to help the rabble... on occasion.
Grave Robber,,node_exit_storyassist,*gasp* They were positively filthy!
Occultist,,node_exit_storyassist,Every encounter a karmic shift.
Occultist,,node_exit_storyassist,My thoughts are with them.
Hellion,,node_exit_storyassist,On to the next!
Hellion,,node_exit_storyassist,Feh - they should be fighting!
Jester,,node_exit_storyassist,"Heheh. So long, then."
Jester,,node_exit_storyassist,"I found them a bit dull, to be honest."
Plague Doctor,,node_exit_storyassist,They survive despite abhorrent conditions - fascinating.
Plague Doctor,,node_exit_storyassist,Human resilience is truly a marvel.
Runaway,,node_exit_storyassist,We've wasted enough time - let's be off.
Runaway,,node_exit_storyassist,I wonder if they have what it takes to survive.
Leper,,node_exit_storyassist,"Diamonds in the mud, stars in the sky."
Leper,,node_exit_storyassist,Living is a struggle. They understand this.
Man-at-arms,,node_exit_storyassist,Poor blighters.
Man-at-arms,,node_exit_storyassist,Might make us allies in the long run.
Bounty Hunter,,node_exit_storyassist,Better make up the lost light.
Bounty Hunter,,node_exit_storyassist,The horses are stirring...
Highwayman,,node_exit_success_storyresist,It's over. Now get ready for the next fight.
Highwayman,,node_exit_failure_storyresist,That was too close.
Grave Robber,,node_exit_success_storyresist,"Easy enough, I'd say."
Grave Robber,,node_exit_failure_storyresist,A Lady always knows when to make an exit.
Occultist,,node_exit_success_storyresist,Blood will always flow. On this day it wasn't ours.
Occultist,,node_exit_failure_storyresist,I must... meditate. The beast strains at his cage!
Hellion,,node_exit_success_storyresist,"Let's do it again! I'm no coward, I tell you!"
Hellion,,node_exit_failure_storyresist,By the skin of our damned teeth.
Jester,,node_exit_success_storyresist,"Ahh, the melody of murder is on the wind..."
Jester,,node_exit_failure_storyresist,... anyone for a song?
Plague Doctor,,node_exit_success_storyresist,I would have liked a moment to study our attackers' corpses.
Plague Doctor,,node_exit_failure_storyresist,Are you certain we're far enough away...?
Runaway,,node_exit_success_storyresist,We live to fight another day. Maybe less.
Runaway,,node_exit_failure_storyresist,We've gotta get out of here! GO!
Leper,,node_exit_success_storyresist,"Survival begets violence, it would seem."
Leper,,node_exit_failure_storyresist,"Come quickly, lest they track us to the coach."
Man-at-arms,,node_exit_success_storyresist,"Hah! Well fought, all!"
Man-at-arms,,node_exit_failure_storyresist,Retreat! Retreat!
Bounty Hunter,,node_exit_success_storyresist,"Ahh, was that so bad?"
Bounty Hunter,,node_exit_failure_storyresist,I disguised our tracks. Might buy us time.
Highwayman,,node_exit_hospital,I feel better already. Heh.
Highwayman,,node_exit_hospital,"Stroke of luck, that."
Grave Robber,,node_exit_hospital,Such conditions - my word!
Grave Robber,,node_exit_hospital,Woefully inadequate - and unsanitary!
Occultist,,node_exit_hospital,We leave better than we arrived.
Occultist,,node_exit_hospital,Tending to the wounded as the world burns - noble but futile.
Hellion,,node_exit_hospital,She was skilled in her craft. I respect that.
Hellion,,node_exit_hospital,The horrors she must have faced...
Jester,,node_exit_hospital,She should lighten up a little.
Jester,,node_exit_hospital,Hospitals - all the same.
Plague Doctor,,node_exit_hospital,I suppose one sometimes needs a second opinion.
Plague Doctor,,node_exit_hospital,"I mean, really, it's nothing I couldn't have done!"
Runaway,,node_exit_hospital,Posting up like that? Not for me.
Runaway,,node_exit_hospital,"Glad for the help, but... she's a sitting duck."
Leper,,node_exit_hospital,"Sadly, there is no cure for my condition. Such is the way of things."
Leper,,node_exit_hospital,"Farewell, noble soul. And thank you."
Man-at-arms,,node_exit_hospital,Patched up and ready to bleed again - hah!
Man-at-arms,,node_exit_hospital,Lovely woman. Shame about her eye.
Bounty Hunter,,node_exit_hospital,Quiet yourselves and let 'em work.
Bounty Hunter,,node_exit_hospital,She's a tough one.
Highwayman,,node_exit_store,I don't like that creep one bit.
Highwayman,,node_exit_store,I swear I've seen him before someplace...
Grave Robber,,node_exit_store,A little shopping is always a welcome diversion.
Grave Robber,,node_exit_store,That ghastly man - the way he was leering...
Occultist,,node_exit_store,His mind is as jumbled as his merchandise.
Occultist,,node_exit_store,I shudder to think of where he found such a collection.
Hellion,,node_exit_store,He should've just given us what we wanted!
Hellion,,node_exit_store,Weak little weasel of a man - feh!
Jester,,node_exit_store,All that and no accordion? Ridiculous.
Jester,,node_exit_store,"More stuff, eh? Just what we need! Heheh."
Plague Doctor,,node_exit_store,I suppose there were one or two items of interest.
Plague Doctor,,node_exit_store,"Did you hear him mumbling? Truly mad, that one."
Runaway,,node_exit_store,He hardly knew where he was.
Runaway,,node_exit_store,"Where'd he get all that stuff, anyway?"
Leper,,node_exit_store,A mirror reflecting a mirror reflecting a mirror...
Leper,,node_exit_store,All the birds call out in the spring. They are silent in the fall.
Man-at-arms,,node_exit_store,"Daft one 'e was, eh?"
Man-at-arms,,node_exit_store,Glad to be rid of that nutter.
Bounty Hunter,,node_exit_store,Count your coin around that one.
Bounty Hunter,,node_exit_store,"Steep prices, but you gotta pay em."
Highwayman,,node_exit_store & valley,Ready as we'll ever be.
Highwayman,,node_exit_store & valley,"Road looks clear, torch is high. Let's go."
Grave Robber,,node_exit_store & valley,*shiver* Let us not tarry...
Grave Robber,,node_exit_store & valley,At least we shan't die in the wagonyard.
Occultist,,node_exit_store & valley,I have caravanned greater distance with less.
Occultist,,node_exit_store & valley,Let us not deprive ourselves at journey's dawn.
Hellion,,node_exit_store & valley,"Sooner we're moving, the better."
Hellion,,node_exit_store & valley,A well-stocked larder!
Jester,,node_exit_store & valley,A full flask and a foolish quest!
Jester,,node_exit_store & valley,The epics I'll write if we survive this...
Plague Doctor,,node_exit_store & valley,"Fresh tinctures and powders to sample, ooh!"
Plague Doctor,,node_exit_store & valley,Time to put my latest methods to the test.
Runaway,,node_exit_store & valley,We're stocked up. Never seen so much food.
Runaway,,node_exit_store & valley,Eyes out for bandits. We're a tasty target.
Leper,,node_exit_store & valley,A humble valediction...
Leper,,node_exit_store & valley,We are ready - purpose is now ours to find.
Man-at-arms,,node_exit_store & valley,One last chance to steel the ol' nerves.
Man-at-arms,,node_exit_store & valley,"A well-provisioned unit, we are!"
Bounty Hunter,,node_exit_store & valley,Bet the bandits love this stretch of road.
Bounty Hunter,,node_exit_store & valley,I travel light.
Highwayman,,node_exit_watchtower,"Better to know how bad it is, I guess."
Highwayman,,node_exit_watchtower,At least we know a little more than we did.
Grave Robber,,node_exit_watchtower,The view would have been lovely... if not for... the state of things.
Grave Robber,,node_exit_watchtower,"It's a bit overwhelming, to see it all... undone..."
Occultist,,node_exit_watchtower,It's worse than I imagined - worse than I dreamed.
Occultist,,node_exit_watchtower,What is clear now is that <i>everything</i> depends on our success.
Hellion,,node_exit_watchtower,"The forests, the fields - gone! Ruined!"
Hellion,,node_exit_watchtower,"We are in hell, aren't we?"
Jester,,node_exit_watchtower,HeheheHAHAHAHA...!
Jester,,node_exit_watchtower,"A beautiful day, wouldn't you agree? Heheh."
Plague Doctor,,node_exit_watchtower,The world is infected - dying!
Plague Doctor,,node_exit_watchtower,Are we all that remains?
Runaway,,node_exit_watchtower,What a long road ahead. Longer behind.
Runaway,,node_exit_watchtower,"Shouldn't have looked. Head down, keep moving."
Leper,,node_exit_watchtower,The sky... it was an ocean once.
Leper,,node_exit_watchtower,We must find some beauty in this devastation.
Man-at-arms,,node_exit_watchtower,... it's 'orrible.
Man-at-arms,,node_exit_watchtower,"Awful mess all around, innit."
Bounty Hunter,,node_exit_watchtower,Least we know what's coming.
Bounty Hunter,,node_exit_watchtower,Stay the course. Keep moving.
Highwayman,,node_exit_storycosmic,Nothing worth taking.
Highwayman,,node_exit_storycosmic,Academics and their indulgences... feh.
